hour,day_of_week,weekend,rolling_mean,rolling_std,rolling_min,rolling_max,skewness,kurtosis,latency_slope,latency_pct_change,fft_dominant_freq,anomaly,iso_forest_anomaly,ocsvm_anomaly
0,3,0,4.39,,4.39,4.39,,,1.6919521339531233e-13,,0.0,-1,1,1
0,3,0,2.44,2.7577164466275352,0.49,4.39,,,-3.9,-0.8883826879271071,0.0,-1,1,1
0,3,0,1.8133333333333328,2.231733257657225,0.49,4.39,1.7301339927971733,,-1.915,0.142857142857143,0.0,-1,1,1
0,3,0,1.77,1.824262408025044,0.49,4.39,1.5498559224131667,2.135081533460326,-0.9166666666666664,1.928571428571428,0.0,-1,1,1
0,3,0,1.652,1.6017396792238117,0.49,4.39,1.779416996902376,3.2984432220300164,-0.8024999999999999,-0.2804878048780488,0.0,-1,1,1
0,3,0,0.858,0.5318082361152373,0.42,1.64,0.9731180591611142,-1.002909036883403,-0.7939999999999999,-0.6440677966101696,0.0,-1,1,1
0,3,0,1.106,0.6018139247308922,0.42,1.73,-0.1719524035031633,-2.8228127769869853,0.248,3.1190476190476195,0.0,-1,1,1
0,3,0,1.128,0.5784202624389986,0.42,1.73,-0.2119510223997039,-2.468656418140176,0.0219999999999999,-0.6127167630057804,0.0,-1,1,1
0,3,0,1.0539999999999998,0.5169429368895565,0.42,1.73,0.0287463696632689,-1.0934490278096962,-0.074,0.8955223880597014,0.0,1,1,1
0,3,0,1.144,0.5797240722964676,0.42,1.73,-0.3592341167682479,-2.475406961186651,0.0899999999999999,0.2834645669291338,0.0,-1,1,1
0,3,0,1.6940000000000002,0.9236232998360318,0.67,3.17,1.092213187198369,2.0963231521345933,0.55,0.9447852760736196,0.0,-1,1,1
0,3,0,1.416,1.1020344822191364,0.34,3.17,1.164939669530856,1.421988627968176,-0.278,-0.8927444794952681,0.0,-1,1,1
0,3,0,1.394,1.1215747857365552,0.34,3.17,1.1405714730582022,1.2187393845689591,-0.022,0.6470588235294119,0.0,-1,1,1
0,3,0,1.342,1.134711417057218,0.34,3.17,1.3151440098136489,1.475601381540649,-0.052,0.8035714285714284,0.0,-1,1,1
0,3,0,1.2440000000000002,1.1247355244678634,0.34,3.17,1.7780764023008122,3.4432062582472773,-0.098,0.1287128712871286,0.0,1,1,1
0,3,0,0.79,0.3310589071449361,0.34,1.14,-0.5562360468804047,-1.621059817965096,-0.454,-0.2105263157894735,0.0,-1,1,1
0,3,0,0.998,0.3031831129861945,0.56,1.38,-0.3941246870366223,0.6688945975561976,0.2079999999999999,0.5333333333333332,0.0,-1,1,1
0,3,0,1.0379999999999998,0.2368966019173759,0.76,1.38,0.5305372265681247,-0.012534850862084,0.0399999999999999,-0.4492753623188406,0.0,-1,1,1
0,3,0,0.874,0.449533091106761,0.19,1.38,-0.7939739353111699,0.8652512403563447,-0.164,-0.75,0.0,-1,1,1
0,3,0,1.2900000000000005,1.159310139695155,0.19,3.22,1.5110667584967303,2.685363105227862,0.416,15.947368421052634,0.0,-1,1,1
0,3,0,1.252,1.1782487004024236,0.19,3.22,1.566103141702091,2.6480323993325547,-0.038,-0.7795031055900621,0.0,-1,1,1
0,3,0,1.356,1.2147551193553374,0.19,3.22,1.062491483919066,0.2138518671254274,0.1039999999999999,1.676056338028169,0.0,-1,1,1
0,3,0,1.3080000000000005,1.2484670600380292,0.19,3.22,1.0913041528391596,0.0074900659558245,-0.048,-0.7263157894736842,0.0,-1,1,1
0,3,0,1.75,1.140219277156811,0.52,3.22,0.131766136623676,-1.8565470468667349,0.442,3.615384615384615,0.0,-1,1,1
0,3,0,1.1839999999999995,0.9065483991492126,0.39,2.4,0.7076292773848372,-2.278322000431834,-0.5660000000000001,-0.8375,0.0,-1,1,1
0,3,0,1.354,0.8745741821023532,0.39,2.4,-0.0996449180570249,-2.3697298068131354,0.17,3.0,0.0,-1,1,1
0,3,0,1.124,0.8458309523776014,0.39,2.4,1.0275464504440452,-0.3559923662353898,-0.2299999999999999,-0.5192307692307693,0.0,-1,1,1
0,3,0,1.118,0.8512755135677287,0.39,2.4,1.019902085347005,-0.3971239258269629,-0.006,-0.3466666666666667,0.0,-1,1,1
0,3,0,5.640000000000001,10.837901088310412,0.39,25.01,2.226142499653062,4.963509706660197,4.522,50.04081632653062,0.0,-1,1,1
0,3,0,5.632000000000001,10.84275887401357,0.35,25.01,2.225751495519665,4.962101628780161,-0.0079999999999991,-0.9860055977608956,0.0,-1,1,1
0,3,0,5.44,10.94094602856627,0.35,25.01,2.235063295306777,4.9964042425955695,-0.1919999999999994,0.7142857142857144,0.0,-1,1,1
0,3,0,6.142000000000001,10.67414493062559,0.35,25.01,2.112239939324245,4.502076012834995,0.7020000000000005,6.1,0.0,-1,1,1
0,3,0,6.11,10.695543464452848,0.33,25.01,2.1091759082074937,4.489296699567674,-0.0319999999999994,-0.9225352112676056,0.0,-1,1,1
0,3,0,1.2120000000000002,1.7076797123582634,0.33,4.26,2.2113648496885348,4.911002497311803,-4.898,0.5757575757575757,0.0,1,1,1
0,3,0,6.962000000000001,12.483485891368645,0.33,29.1,2.144674453875956,4.638174443424617,5.750000000000001,54.96153846153846,0.0,-1,-1,-1
0,3,0,6.934,12.501467113903072,0.33,29.1,2.142926575542688,4.630691193205723,-0.0279999999999994,-0.984192439862543,0.0,1,1,1
0,3,0,6.1160000000000005,12.849148999058263,0.17,29.1,2.235456065118976,4.997817811937305,-0.8179999999999993,-0.6304347826086956,0.0,1,1,1
0,3,0,6.172,12.81820073177199,0.17,29.1,2.235141490978358,4.996710801930649,0.0560000000000005,2.5882352941176467,0.0,1,1,1
0,3,0,6.386,12.70871472651739,0.17,29.1,2.2263276729193584,4.96424903633346,0.2140000000000005,1.6065573770491803,0.0,1,1,1
0,3,0,0.992,0.8302529734966448,0.17,2.13,0.6740834752005493,-1.7837923205074933,-5.394,0.3396226415094339,0.0,1,1,1
0,3,0,0.96,0.858487041253402,0.17,2.13,0.6771521234399339,-1.957517733920478,-0.0319999999999994,-0.8591549295774648,0.0,-1,1,1
0,3,0,0.996,0.8199878047873763,0.3,2.13,0.7584554378643971,-1.8918035690942467,0.0360000000000005,0.1666666666666667,0.0,1,1,1
0,3,0,1.584,1.3541344098722323,0.3,3.55,0.6319033507962352,-0.5405730023866262,0.5880000000000004,9.142857142857142,0.0,1,1,1
0,3,0,1.568,1.3545183645857366,0.3,3.55,0.6903631818180217,-0.4553447169323945,-0.0159999999999995,-0.5746478873239436,0.0,1,1,1
0,3,0,1.294,1.3509737229124847,0.3,3.55,1.6081381777285315,2.415932407955128,-0.2739999999999996,-0.4966887417218543,0.0,1,1,1
0,3,0,1.268,1.3759069735996032,0.17,3.55,1.5467328755613494,2.237440503784222,-0.0259999999999995,-0.7763157894736842,0.0,1,1,1
0,3,0,1.464,1.2788197683802118,0.17,3.55,1.3067814582943986,2.27510297506919,0.1960000000000004,6.823529411764706,0.0,-1,1,1
0,3,0,1.182,0.7499133283253603,0.17,2.14,-0.191511245987448,-0.3522987322492834,-0.2819999999999995,0.6090225563909775,0.0,1,1,1
0,3,0,1.024,0.7467462755180101,0.17,2.14,0.7497166380656741,0.4628565163397589,-0.1579999999999995,-0.6635514018691588,0.0,1,1,1
0,3,0,0.966,0.78277071994296,0.17,2.14,0.8904967987086003,-0.0664168236051085,-0.0579999999999995,-0.3472222222222222,0.0,-1,1,1
0,3,0,1.142,0.6460417943136648,0.47,2.14,0.9600232713647848,0.818907385993762,0.1760000000000005,1.2340425531914896,0.0,-1,1,1
0,3,0,1.0420000000000005,0.6483594681964779,0.47,2.14,1.6719968664637683,3.129055884602188,-0.0999999999999995,-0.2095238095238095,0.0,-1,1,1
0,3,0,0.7779999999999999,0.2101666005815859,0.47,1.05,-0.4073226403582813,1.286669017988012,-0.2639999999999995,-0.0120481927710843,0.0,-1,1,1
0,3,0,0.6980000000000001,0.2962600209275965,0.32,1.05,-0.290553972665016,-1.6724970510597537,-0.0799999999999995,-0.6097560975609756,0.0,-1,1,1
0,3,0,0.8800000000000001,0.3868462226777195,0.32,1.38,-0.3313955876809582,1.0253681333535785,0.1820000000000004,3.3125,0.0,-1,1,1
0,3,0,0.778,0.3978944583680701,0.32,1.38,0.7198277875046546,0.9045968812733952,-0.1019999999999995,-0.608695652173913,0.0,-1,1,1
0,3,0,0.812,0.4105118755895129,0.32,1.38,0.3052235390918057,-0.5435703049209218,0.0340000000000004,0.8518518518518516,0.0,-1,1,1
0,3,0,1.0379999999999998,0.6545380050081274,0.32,1.95,0.4529637006407717,-0.9665813727173914,0.2260000000000004,0.95,0.0,1,1,1
0,3,0,1.48,0.7822084121255783,0.54,2.53,0.277959898568373,-0.993930267763299,0.4420000000000004,0.2974358974358972,0.0,-1,1,1
0,3,0,1.31,0.89378409025895,0.53,2.53,0.6519122938114542,-1.9004002784701184,-0.1699999999999995,-0.7905138339920948,0.0,1,1,1
0,3,0,1.3159999999999998,0.8874006986700084,0.53,2.53,0.6628678749424912,-1.8822864871711047,0.0060000000000004,0.0754716981132073,0.0,-1,1,1
0,3,0,1.216,0.9573296193057118,0.5,2.53,0.8095741903325147,-2.151603359513436,-0.0999999999999995,-0.1228070175438595,0.0,-1,1,1
0,3,0,0.8800000000000001,0.9297311439335674,0.27,2.53,2.1451899513784576,4.706915772710121,-0.3359999999999995,-0.4599999999999999,0.0,1,1,1
0,3,0,0.61,0.3393375900191729,0.27,1.18,1.5353275632221832,3.229033702602792,-0.2699999999999995,3.3703703703703702,0.0,1,1,1
0,3,0,0.696,0.3673281911316093,0.27,1.18,0.3778055409279162,-1.5190159138773052,0.0860000000000004,-0.1864406779661016,0.0,-1,1,1
0,3,0,0.6799999999999999,0.3758324094593495,0.27,1.18,0.5128439112064124,-1.7813680037916246,-0.0159999999999995,-0.4895833333333333,0.0,1,1,1
0,3,0,0.6599999999999999,0.3901922603025592,0.27,1.18,0.6017832482548265,-2.0813608670233315,-0.0199999999999995,-0.183673469387755,0.0,-1,1,1
0,3,0,0.99,0.6123724356958105,0.4,1.92,0.8723993801709099,0.2935968001444043,0.3300000000000004,3.8,0.0,-1,1,1
0,3,0,0.85,0.6375735251718188,0.4,1.92,1.6686689408952626,2.495851091253217,-0.1399999999999995,-0.75,0.0,1,1,1
0,3,0,0.78,0.6416774890862387,0.4,1.92,2.1611065969299466,4.724425377815879,-0.0699999999999995,0.2708333333333332,0.0,1,1,1
0,3,0,0.8300000000000001,0.6228964600959135,0.4,1.92,2.0020474972300204,4.149139454020353,0.0500000000000004,0.2131147540983606,0.0,1,1,1
0,3,0,0.91,0.5779273310720127,0.48,1.92,1.980609225508216,4.144950069964888,0.0800000000000004,0.0810810810810811,0.0,1,1,1
0,3,0,0.646,0.1260158720162671,0.48,0.8,-0.0490222530554539,-1.030549161461958,-0.2639999999999996,-0.2500000000000001,0.0,1,1,1
0,3,0,0.946,0.5842773314103669,0.6,1.98,2.11883655095348,4.575340049395467,0.3000000000000004,2.3000000000000003,0.0,1,1,1
0,3,0,1.048,0.5547251571724682,0.6,1.98,1.6489558182501447,2.66090546936756,0.1020000000000004,-0.4343434343434342,0.0,-1,1,1
0,3,0,0.9920000000000002,0.6054089526923265,0.46,1.98,1.4057816439136646,1.846509282354629,-0.0559999999999996,-0.5892857142857143,0.0,1,1,1
0,3,0,0.964,0.6195805032439446,0.46,1.98,1.485951979194008,1.812147714719746,-0.0279999999999996,0.4347826086956521,0.0,-1,1,1
0,3,0,0.94,0.639218272579891,0.46,1.98,1.4370679583137267,1.5453980240630638,-0.0239999999999996,-0.2727272727272728,0.0,-1,1,1
0,3,0,0.8400000000000001,0.4456455991031661,0.46,1.48,0.8320413569279956,-1.2617445978020785,-0.0999999999999996,2.083333333333333,0.0,-1,1,1
0,3,0,0.776,0.417468561690602,0.46,1.48,1.6600926550876525,2.842685221224848,-0.0639999999999996,-0.4594594594594594,0.0,-1,1,1
0,3,0,0.924,0.4085094858140012,0.48,1.48,0.519943191459086,-1.4771110236587124,0.1480000000000003,0.4999999999999998,0.0,-1,1,1
0,3,0,0.938,0.3982712643413025,0.48,1.48,0.4584306393438968,-1.1814880128144007,0.0140000000000003,-0.3916666666666666,0.0,-1,1,1
0,3,0,0.95,0.381575680566804,0.54,1.48,0.6116644825467736,-1.2829646762004705,0.0120000000000003,-0.2602739726027396,0.0,-1,1,1
0,3,0,0.756,0.2770018050483065,0.51,1.2,1.227814628141836,1.491683679079742,-0.1939999999999996,-0.0555555555555555,0.0,-1,1,1
0,3,0,0.926,0.4898264998956463,0.51,1.65,0.9325783052228426,-0.747053130399685,0.1700000000000003,2.2352941176470584,0.0,-1,1,1
0,3,0,0.75,0.5236888389110657,0.32,1.65,1.8172745851976857,3.5596732284608046,-0.1759999999999996,-0.806060606060606,0.0,-1,1,1
0,3,0,0.692,0.5421900035965438,0.32,1.65,2.097077876427781,4.542251356509683,-0.0579999999999996,0.375,0.0,1,1,1
0,3,0,0.8640000000000001,0.6136204038328743,0.32,1.65,0.6456172503541706,-2.7115747798786938,0.1720000000000003,2.1818181818181817,0.0,1,1,1
