timestamp,location,source,local_dest,local_avg,remote_dest,remote_avg
1559041578.398234,lower-level,wireless,192.168.0.1,0.4,142.254.217.53,9.84
1559041588.5213935,lower-level,wireless,192.168.0.1,1.92,142.254.217.53,9.32
1559041598.6410553,lower-level,wireless,192.168.0.1,0.48,142.254.217.53,8.71
1559041608.760472,lower-level,wireless,192.168.0.1,0.61,142.254.217.53,8.94
1559041618.8825548,lower-level,wireless,192.168.0.1,0.74,142.254.217.53,8.9
1559041629.0073175,lower-level,wireless,192.168.0.1,0.8,142.254.217.53,9.13
1559041639.1266532,lower-level,wireless,192.168.0.1,0.6,142.254.217.53,8.2
1559041649.2490501,lower-level,wireless,192.168.0.1,1.98,142.254.217.53,8.46
1559041659.3799999,lower-level,wireless,192.168.0.1,1.12,142.254.217.53,11.24
1559041669.5025718,lower-level,wireless,192.168.0.1,0.46,142.254.217.53,9.64
1559041679.627439,lower-level,wireless,192.168.0.1,0.66,142.254.217.53,9.88
1559041689.7450624,lower-level,wireless,192.168.0.1,0.48,142.254.217.53,8.02
1559041699.8667686,lower-level,wireless,192.168.0.1,1.48,142.254.217.53,8.64
1559041709.9859812,lower-level,wireless,192.168.0.1,0.8,142.254.217.53,8.65
1559041720.118284,lower-level,wireless,192.168.0.1,1.2,142.254.217.53,13.06
1559041730.239369,lower-level,wireless,192.168.0.1,0.73,142.254.217.53,9.65
1559041740.3593452,lower-level,wireless,192.168.0.1,0.54,142.254.217.53,9.68
1559041750.4723647,lower-level,wireless,192.168.0.1,0.51,142.254.217.53,8.31
1559041760.6019554,lower-level,wireless,192.168.0.1,1.65,142.254.217.53,11.12
1559041770.7119715,lower-level,wireless,192.168.0.1,0.32,142.254.217.53,7.76
1559041780.821922,lower-level,wireless,192.168.0.1,0.44,142.254.217.53,9.35
1559041790.9439864,lower-level,wireless,192.168.0.1,1.4,142.254.217.53,8.6
1559041801.0918548,lower-level,wireless,192.168.0.1,0.91,142.254.217.53,8.89
1559041811.213434,lower-level,wireless,192.168.0.1,1.0,142.254.217.53,9.39
1559041821.3293145,lower-level,wireless,192.168.0.1,0.72,142.254.217.53,8.08
1559041831.471926,lower-level,wireless,192.168.0.1,1.38,142.254.217.53,15.81
1559041841.592474,lower-level,wireless,192.168.0.1,1.41,142.254.217.53,8.75
1559041851.7159865,lower-level,wireless,192.168.0.1,1.91,142.254.217.53,9.07
1559041861.8393204,lower-level,wireless,192.168.0.1,0.92,142.254.217.53,9.42
1559041871.9725006,lower-level,wireless,192.168.0.1,1.44,142.254.217.53,8.74
1559041882.0882585,lower-level,wireless,192.168.0.1,0.56,142.254.217.53,7.99
1559041892.2760203,lower-level,wireless,192.168.0.1,0.9,142.254.217.53,5.36
1559041902.3980749,lower-level,wireless,192.168.0.1,0.98,142.254.217.53,9.42
1559041912.5202467,lower-level,wireless,192.168.0.1,0.17,142.254.217.53,9.8
1559041922.6737716,lower-level,wireless,192.168.0.1,13.44,142.254.217.53,9.2
1559041932.7972066,lower-level,wireless,192.168.0.1,2.11,142.254.217.53,8.78
1559041942.915649,lower-level,wireless,192.168.0.1,0.5,142.254.217.53,8.63
1559041953.0420628,lower-level,wireless,192.168.0.1,0.95,142.254.217.53,9.95
1559041963.1647031,lower-level,wireless,192.168.0.1,4.72,142.254.217.53,9.4
1559041973.3079987,lower-level,wireless,192.168.0.1,1.19,142.254.217.53,8.37
1559041983.430999,lower-level,wireless,192.168.0.1,0.28,142.254.217.53,9.08
1559041993.5701184,lower-level,wireless,192.168.0.1,5.72,142.254.217.53,9.98
1559042003.694607,lower-level,wireless,192.168.0.1,0.88,142.254.217.53,10.03
1559042013.8258908,lower-level,wireless,192.168.0.1,1.51,142.254.217.53,10.57
1559042023.9470394,lower-level,wireless,192.168.0.1,0.27,142.254.217.53,10.13
1559042034.0762262,lower-level,wireless,192.168.0.1,0.8,142.254.217.53,9.31
1559042044.199797,lower-level,wireless,192.168.0.1,0.37,142.254.217.53,9.72
1559042054.331802,lower-level,wireless,192.168.0.1,1.27,142.254.217.53,12.75
1559042064.4531589,lower-level,wireless,192.168.0.1,2.13,142.254.217.53,8.5
1559042074.586058,lower-level,wireless,192.168.0.1,1.89,142.254.217.53,8.2
1559042084.7275205,lower-level,wireless,192.168.0.1,7.43,142.254.217.53,9.05
1559042094.9410603,lower-level,wireless,192.168.0.1,26.92,142.254.217.53,8.23
1559042105.0616705,lower-level,wireless,192.168.0.1,0.43,142.254.217.53,8.9
1559042115.1855474,lower-level,wireless,192.168.0.1,0.56,142.254.217.53,10.31
1559042125.3098738,lower-level,wireless,192.168.0.1,0.55,142.254.217.53,10.3
1559042135.4314818,lower-level,wireless,192.168.0.1,0.42,142.254.217.53,10.02
1559042145.5540466,lower-level,wireless,192.168.0.1,1.3,142.254.217.53,9.07
1559042155.6772242,lower-level,wireless,192.168.0.1,0.33,142.254.217.53,9.7
1559042165.8041801,lower-level,wireless,192.168.0.1,0.47,142.254.217.53,11.25
1559042175.9291718,lower-level,wireless,192.168.0.1,0.72,142.254.217.53,10.16
1559042186.0506413,lower-level,wireless,192.168.0.1,1.67,142.254.217.53,9.16
1559042196.1737833,lower-level,wireless,192.168.0.1,0.37,142.254.217.53,9.09
1559042206.302571,lower-level,wireless,192.168.0.1,2.03,142.254.217.53,11.0
1559042216.5901859,lower-level,wireless,192.168.0.1,0.78,142.254.217.53,64.45
1559042226.7176118,lower-level,wireless,192.168.0.1,2.27,142.254.217.53,9.85
1559042236.8470957,lower-level,wireless,192.168.0.1,2.29,142.254.217.53,10.64
1559042246.97717,lower-level,wireless,192.168.0.1,2.77,142.254.217.53,9.82
1559042257.1008973,lower-level,wireless,192.168.0.1,1.08,142.254.217.53,9.99
1559042267.2196882,lower-level,wireless,192.168.0.1,0.34,142.254.217.53,8.36
1559042277.3931565,lower-level,wireless,192.168.0.1,15.95,142.254.217.53,8.53
1559042287.535165,lower-level,wireless,192.168.0.1,0.63,142.254.217.53,16.41
1559042297.6549046,lower-level,wireless,192.168.0.1,0.36,142.254.217.53,8.55
1559042307.7750916,lower-level,wireless,192.168.0.1,0.6,142.254.217.53,9.61
1559042317.906482,lower-level,wireless,192.168.0.1,1.67,142.254.217.53,11.77
1559042328.0262423,lower-level,wireless,192.168.0.1,0.53,142.254.217.53,8.56
1559042338.148184,lower-level,wireless,192.168.0.1,0.65,142.254.217.53,9.6
1559042348.2689264,lower-level,wireless,192.168.0.1,0.53,142.254.217.53,9.5
1559042358.3915365,lower-level,wireless,192.168.0.1,0.16,142.254.217.53,9.7
1559042368.516479,lower-level,wireless,192.168.0.1,0.63,142.254.217.53,9.06
1559042378.6334293,lower-level,wireless,192.168.0.1,0.3,142.254.217.53,9.21
1559042388.75709,lower-level,wireless,192.168.0.1,0.42,142.254.217.53,9.26
1559042398.8804214,lower-level,wireless,192.168.0.1,0.38,142.254.217.53,9.11
1559042409.0054286,lower-level,wireless,192.168.0.1,0.35,142.254.217.53,10.21
1559042419.142168,lower-level,wireless,192.168.0.1,5.05,142.254.217.53,10.17
1559042429.2636273,lower-level,wireless,192.168.0.1,1.67,142.254.217.53,8.64
1559042439.3912072,lower-level,wireless,192.168.0.1,1.2,142.254.217.53,10.6
1559042449.5129452,lower-level,wireless,192.168.0.1,1.36,142.254.217.53,8.67
1559042459.6310935,lower-level,wireless,192.168.0.1,0.17,142.254.217.53,8.59
1559042469.7495737,lower-level,wireless,192.168.0.1,0.51,142.254.217.53,8.3
1559042479.8716545,lower-level,wireless,192.168.0.1,0.76,142.254.217.53,8.85
1559042489.9954689,lower-level,wireless,192.168.0.1,1.37,142.254.217.53,9.14
1559042500.1141632,lower-level,wireless,192.168.0.1,0.19,142.254.217.53,8.25
1559042510.2400029,lower-level,wireless,192.168.0.1,1.07,142.254.217.53,10.52
1559042520.3618965,lower-level,wireless,192.168.0.1,0.36,142.254.217.53,8.8
1559042530.4840877,lower-level,wireless,192.168.0.1,0.76,142.254.217.53,8.71
1559042540.6066177,lower-level,wireless,192.168.0.1,0.3,142.254.217.53,9.2
1559042550.7286015,lower-level,wireless,192.168.0.1,0.56,142.254.217.53,8.95
1559042560.8599188,lower-level,wireless,192.168.0.1,0.16,142.254.217.53,9.2
1559042571.0008976,lower-level,wireless,192.168.0.1,0.38,142.254.217.53,13.74
1559042581.1809514,lower-level,wireless,192.168.0.1,0.18,142.254.217.53,5.6
1559042591.3067038,lower-level,wireless,192.168.0.1,1.39,142.254.217.53,10.4
1559042601.4410222,lower-level,wireless,192.168.0.1,1.02,142.254.217.53,8.9
1559042611.5679653,lower-level,wireless,192.168.0.1,0.92,142.254.217.53,10.59
1559042621.687714,lower-level,wireless,192.168.0.1,0.6,142.254.217.53,8.84
1559042631.8122158,lower-level,wireless,192.168.0.1,0.32,142.254.217.53,9.91
1559042641.948024,lower-level,wireless,192.168.0.1,2.92,142.254.217.53,9.8
1559042652.0698874,lower-level,wireless,192.168.0.1,0.29,142.254.217.53,9.57
1559042662.1935794,lower-level,wireless,192.168.0.1,1.44,142.254.217.53,9.87
1559042672.3152053,lower-level,wireless,192.168.0.1,0.38,142.254.217.53,10.04
1559042682.4477777,lower-level,wireless,192.168.0.1,0.37,142.254.217.53,9.08
1559042692.5815847,lower-level,wireless,192.168.0.1,0.34,142.254.217.53,13.75
1559042702.702126,lower-level,wireless,192.168.0.1,0.16,142.254.217.53,8.72
1559042712.8232932,lower-level,wireless,192.168.0.1,2.45,142.254.217.53,8.02
1559042722.9576216,lower-level,wireless,192.168.0.1,0.17,142.254.217.53,8.82
1559042733.0766613,lower-level,wireless,192.168.0.1,0.34,142.254.217.53,8.15
1559042743.2009819,lower-level,wireless,192.168.0.1,1.09,142.254.217.53,9.92
1559042753.3290079,lower-level,wireless,192.168.0.1,0.88,142.254.217.53,8.05
1559042763.449995,lower-level,wireless,192.168.0.1,0.57,142.254.217.53,9.5
1559042773.567424,lower-level,wireless,192.168.0.1,0.72,142.254.217.53,9.26
1559042783.6917698,lower-level,wireless,192.168.0.1,1.26,142.254.217.53,9.05
1559042793.8117213,lower-level,wireless,192.168.0.1,0.48,142.254.217.53,9.38
1559042803.926032,lower-level,wireless,192.168.0.1,0.97,142.254.217.53,8.96
1559042814.0437813,lower-level,wireless,192.168.0.1,0.16,142.254.217.53,8.54
1559042824.1675763,lower-level,wireless,192.168.0.1,1.24,142.254.217.53,10.32
1559042834.3053489,lower-level,wireless,192.168.0.1,0.43,142.254.217.53,15.91
1559042844.419561,lower-level,wireless,192.168.0.1,0.16,142.254.217.53,8.26
1559042854.5395255,lower-level,wireless,192.168.0.1,0.51,142.254.217.53,9.02
1559042864.658447,lower-level,wireless,192.168.0.1,0.16,142.254.217.53,8.89
1559042874.9119654,lower-level,wireless,192.168.0.1,0.48,142.254.217.53,52.74
1559042885.062352,lower-level,wireless,192.168.0.1,6.58,142.254.217.53,10.14
1559042895.189981,lower-level,wireless,192.168.0.1,2.52,142.254.217.53,9.38
1559042905.3158588,lower-level,wireless,192.168.0.1,2.34,142.254.217.53,10.05
1559042915.4555142,lower-level,wireless,192.168.0.1,1.89,142.254.217.53,14.25
1559042925.5892174,lower-level,wireless,192.168.0.1,0.64,142.254.217.53,9.4
1559042935.7079341,lower-level,wireless,192.168.0.1,0.55,142.254.217.53,9.04
1559042945.8294494,lower-level,wireless,192.168.0.1,0.32,142.254.217.53,9.67
1559042955.942987,lower-level,wireless,192.168.0.1,0.36,142.254.217.53,8.33
1559042966.065202,lower-level,wireless,192.168.0.1,0.78,142.254.217.53,9.43
1559042976.1867962,lower-level,wireless,192.168.0.1,0.3,142.254.217.53,9.05
1559042986.308255,lower-level,wireless,192.168.0.1,0.73,142.254.217.53,8.81
1559042996.5883663,lower-level,wireless,192.168.0.1,0.2,142.254.217.53,64.9
1559043006.7209597,lower-level,wireless,192.168.0.1,3.09,142.254.217.53,10.49
1559043016.851099,lower-level,wireless,192.168.0.1,2.34,142.254.217.53,10.29
1559043026.9814084,lower-level,wireless,192.168.0.1,1.39,142.254.217.53,11.12
1559043037.093407,lower-level,wireless,192.168.0.1,1.84,142.254.217.53,8.78
1559043047.2304478,lower-level,wireless,192.168.0.1,1.25,142.254.217.53,10.04
1559043057.404528,lower-level,wireless,192.168.0.1,14.14,142.254.217.53,8.56
1559043067.5369966,lower-level,wireless,192.168.0.1,1.58,142.254.217.53,12.76
1559043077.6564636,lower-level,wireless,192.168.0.1,1.23,142.254.217.53,9.15
1559043087.7732155,lower-level,wireless,192.168.0.1,0.65,142.254.217.53,8.83
1559043097.8950975,lower-level,wireless,192.168.0.1,0.32,142.254.217.53,8.71
1559043108.020152,lower-level,wireless,192.168.0.1,2.01,142.254.217.53,8.45
1559043118.1394246,lower-level,wireless,192.168.0.1,0.83,142.254.217.53,8.58
1559043128.272073,lower-level,wireless,192.168.0.1,0.19,142.254.217.53,8.06
1559043138.3957472,lower-level,wireless,192.168.0.1,1.13,142.254.217.53,9.34
1559043148.5146856,lower-level,wireless,192.168.0.1,1.33,142.254.217.53,8.71
1559043158.6422718,lower-level,wireless,192.168.0.1,0.48,142.254.217.53,11.33
1559043168.7736928,lower-level,wireless,192.168.0.1,0.47,142.254.217.53,8.62
1559043178.8936448,lower-level,wireless,192.168.0.1,0.55,142.254.217.53,8.74
1559043189.0154388,lower-level,wireless,192.168.0.1,2.26,142.254.217.53,8.76
1559043199.1380317,lower-level,wireless,192.168.0.1,0.19,142.254.217.53,8.87
1559043209.2672174,lower-level,wireless,192.168.0.1,1.34,142.254.217.53,8.48
1559043219.3908572,lower-level,wireless,192.168.0.1,0.43,142.254.217.53,10.64
1559043229.512361,lower-level,wireless,192.168.0.1,0.32,142.254.217.53,9.44
1559043239.6327486,lower-level,wireless,192.168.0.1,0.17,142.254.217.53,8.32
1559043249.7539191,lower-level,wireless,192.168.0.1,0.68,142.254.217.53,7.53
1559043259.8734837,lower-level,wireless,192.168.0.1,0.6,142.254.217.53,8.81
1559043269.9904432,lower-level,wireless,192.168.0.1,0.38,142.254.217.53,8.96
1559043280.1146557,lower-level,wireless,192.168.0.1,0.65,142.254.217.53,10.58
1559043290.233716,lower-level,wireless,192.168.0.1,0.85,142.254.217.53,8.39
1559043300.3573463,lower-level,wireless,192.168.0.1,0.35,142.254.217.53,10.09
1559043310.5135925,lower-level,wireless,192.168.0.1,4.21,142.254.217.53,17.67
1559043320.6338677,lower-level,wireless,192.168.0.1,0.19,142.254.217.53,8.89
1559043330.7559187,lower-level,wireless,192.168.0.1,0.16,142.254.217.53,9.22
1559043340.876345,lower-level,wireless,192.168.0.1,1.25,142.254.217.53,8.32
1559043351.0006297,lower-level,wireless,192.168.0.1,0.33,142.254.217.53,10.43
1559043361.1810122,lower-level,wireless,192.168.0.1,0.18,142.254.217.53,8.62
1559043371.306411,lower-level,wireless,192.168.0.1,0.6,142.254.217.53,10.03
1559043381.4265409,lower-level,wireless,192.168.0.1,1.05,142.254.217.53,9.54
1559043391.5490675,lower-level,wireless,192.168.0.1,0.32,142.254.217.53,9.32
1559043401.6742342,lower-level,wireless,192.168.0.1,4.75,142.254.217.53,8.91
1559043411.788792,lower-level,wireless,192.168.0.1,0.69,142.254.217.53,10.22
1559043421.9199812,lower-level,wireless,192.168.0.1,0.16,142.254.217.53,12.67
1559043432.0429988,lower-level,wireless,192.168.0.1,0.17,142.254.217.53,9.88
1559043442.1608033,lower-level,wireless,192.168.0.1,0.51,142.254.217.53,8.46
1559043452.27225,lower-level,wireless,192.168.0.1,1.08,142.254.217.53,8.85
1559043462.3932314,lower-level,wireless,192.168.0.1,0.53,142.254.217.53,8.7
1559043472.5157096,lower-level,wireless,192.168.0.1,1.01,142.254.217.53,8.94
1559043482.634679,lower-level,wireless,192.168.0.1,0.94,142.254.217.53,8.55
1559043492.7540274,lower-level,wireless,192.168.0.1,0.4,142.254.217.53,8.03
1559043502.8790827,lower-level,wireless,192.168.0.1,1.9,142.254.217.53,8.81
1559043513.0012877,lower-level,wireless,192.168.0.1,0.87,142.254.217.53,10.01
1559043523.1225998,lower-level,wireless,192.168.0.1,0.2,142.254.217.53,8.94
1559043533.3138523,lower-level,wireless,192.168.0.1,24.17,142.254.217.53,8.68
1559043543.4397783,lower-level,wireless,192.168.0.1,1.49,142.254.217.53,10.19
1559043553.5629253,lower-level,wireless,192.168.0.1,1.43,142.254.217.53,9.6
1559043563.6857173,lower-level,wireless,192.168.0.1,0.3,142.254.217.53,9.44
1559043573.814904,lower-level,wireless,192.168.0.1,0.16,142.254.217.53,11.08
1559043583.9383738,lower-level,wireless,192.168.0.1,0.43,142.254.217.53,9.23
1559043594.0664585,lower-level,wireless,192.168.0.1,0.44,142.254.217.53,11.45
1559043604.1867874,lower-level,wireless,192.168.0.1,1.43,142.254.217.53,8.57
1559043614.3038893,lower-level,wireless,192.168.0.1,0.9,142.254.217.53,10.12
1559043624.4246192,lower-level,wireless,192.168.0.1,2.13,142.254.217.53,8.0
1559043634.54095,lower-level,wireless,192.168.0.1,0.46,142.254.217.53,8.55
1559043644.7021549,lower-level,wireless,192.168.0.1,0.38,142.254.217.53,22.38
1559043654.921256,lower-level,wireless,192.168.0.1,1.5,142.254.217.53,35.12
1559043665.0480416,lower-level,wireless,192.168.0.1,1.52,142.254.217.53,9.24
1559043675.1599395,lower-level,wireless,192.168.0.1,0.96,142.254.217.53,8.22
1559043685.283642,lower-level,wireless,192.168.0.1,0.56,142.254.217.53,9.62
1559043695.4111094,lower-level,wireless,192.168.0.1,1.28,142.254.217.53,10.63
1559043705.531566,lower-level,wireless,192.168.0.1,1.43,142.254.217.53,8.73
1559043715.6554294,lower-level,wireless,192.168.0.1,0.52,142.254.217.53,8.99
1559043725.77678,lower-level,wireless,192.168.0.1,0.36,142.254.217.53,8.56
1559043735.9003894,lower-level,wireless,192.168.0.1,0.56,142.254.217.53,10.38
1559043746.0184808,lower-level,wireless,192.168.0.1,0.65,142.254.217.53,8.81
1559043756.1307085,lower-level,wireless,192.168.0.1,0.58,142.254.217.53,8.88
1559043766.2559118,lower-level,wireless,192.168.0.1,2.18,142.254.217.53,10.0
1559043776.377994,lower-level,wireless,192.168.0.1,0.74,142.254.217.53,9.63
1559043786.5013924,lower-level,wireless,192.168.0.1,0.18,142.254.217.53,10.19
1559043796.6248405,lower-level,wireless,192.168.0.1,0.38,142.254.217.53,8.68
1559043806.744494,lower-level,wireless,192.168.0.1,1.31,142.254.217.53,9.03
1559043816.866897,lower-level,wireless,192.168.0.1,0.36,142.254.217.53,9.36
1559043826.9890013,lower-level,wireless,192.168.0.1,1.36,142.254.217.53,8.9
1559043837.1054475,lower-level,wireless,192.168.0.1,1.2,142.254.217.53,8.04
1559043847.2371366,lower-level,wireless,192.168.0.1,1.57,142.254.217.53,8.05
1559043857.354817,lower-level,wireless,192.168.0.1,0.5,142.254.217.53,8.09
1559043867.4956005,lower-level,wireless,192.168.0.1,1.02,142.254.217.53,15.19
1559043877.6207385,lower-level,wireless,192.168.0.1,0.69,142.254.217.53,10.88
1559043887.7583911,lower-level,wireless,192.168.0.1,4.53,142.254.217.53,9.11
1559043897.8781104,lower-level,wireless,192.168.0.1,0.16,142.254.217.53,8.68
1559043908.0029943,lower-level,wireless,192.168.0.1,0.31,142.254.217.53,10.69
1559043918.1275604,lower-level,wireless,192.168.0.1,2.87,142.254.217.53,9.02
1559043928.259871,lower-level,wireless,192.168.0.1,0.2,142.254.217.53,8.35
1559043938.3786252,lower-level,wireless,192.168.0.1,0.83,142.254.217.53,9.04
1559043948.5180118,lower-level,wireless,192.168.0.1,4.25,142.254.217.53,12.87
1559043958.6407447,lower-level,wireless,192.168.0.1,1.38,142.254.217.53,7.57
1559043968.7608957,lower-level,wireless,192.168.0.1,0.17,142.254.217.53,7.2
1559043978.8873024,lower-level,wireless,192.168.0.1,1.28,142.254.217.53,10.47
1559043989.0080533,lower-level,wireless,192.168.0.1,0.64,142.254.217.53,8.74
