timestamp,location,source,local_dest,local_avg,remote_dest,remote_avg,hour,day_of_week,weekend,local_avg_mean_5,local_avg_std_5,local_avg_slope,local_avg_acceleration,fft
1970-01-01 00:00:01.559041953,lower-level,wireless,192.168.0.1,0.95,142.254.217.53,9.95,0,3,0,3.434,5.6414829610661785,0.44999999999999996,2.0599999999999996,72330.9516849389
1970-01-01 00:00:01.559041963,lower-level,wireless,192.168.0.1,4.72,142.254.217.53,9.4,0,3,0,4.343999999999999,5.342399273734603,3.7699999999999996,3.3199999999999994,94485.9705890439
1970-01-01 00:00:01.559041973,lower-level,wireless,192.168.0.1,1.19,142.254.217.53,8.37,0,3,0,1.8940000000000001,1.6854465283716418,-3.53,-7.299999999999999,59625.38731511784
1970-01-01 00:00:01.559041983,lower-level,wireless,192.168.0.1,0.28,142.254.217.53,9.08,0,3,0,1.5280000000000002,1.8201291162991762,-0.9099999999999999,2.62,119324.15296085292
1970-01-01 00:00:01.559041993,lower-level,wireless,192.168.0.1,5.72,142.254.217.53,9.98,0,3,0,2.572,2.4656581271538878,5.4399999999999995,6.35,136279.6462078066
1970-01-01 00:00:01.559042003,lower-level,wireless,192.168.0.1,0.88,142.254.217.53,10.03,0,3,0,2.5580000000000003,2.4773413168152705,-4.84,-10.28,115737.22478393854
1970-01-01 00:00:01.559042013,lower-level,wireless,192.168.0.1,1.51,142.254.217.53,10.57,0,3,0,1.916,2.1744033664433147,0.63,5.47,117183.40995711552
1970-01-01 00:00:01.559042023,lower-level,wireless,192.168.0.1,0.27,142.254.217.53,10.13,0,3,0,1.732,2.2871969744646,-1.24,-1.87,151746.23319468243
1970-01-01 00:00:01.559042034,lower-level,wireless,192.168.0.1,0.8,142.254.217.53,9.31,0,3,0,1.8360000000000003,2.215362272857426,0.53,1.77,72977.12590290495
1970-01-01 00:00:01.559042044,lower-level,wireless,192.168.0.1,0.37,142.254.217.53,9.72,0,3,0,0.7660000000000003,0.49257486740598355,-0.43000000000000005,-0.9600000000000001,124986.96246700479
1970-01-01 00:00:01.559042054,lower-level,wireless,192.168.0.1,1.27,142.254.217.53,12.75,0,3,0,0.8440000000000005,0.5433967243184505,0.9,1.33,149935.49593191725
1970-01-01 00:00:01.559042064,lower-level,wireless,192.168.0.1,2.13,142.254.217.53,8.5,0,3,0,0.9680000000000003,0.7606707566352358,0.8599999999999999,-0.04000000000000015,33847.1739525349
1970-01-01 00:00:01.559042074,lower-level,wireless,192.168.0.1,1.89,142.254.217.53,8.2,0,3,0,1.2920000000000003,0.7335666295572758,-0.24,-1.0999999999999999,79447.5411646408
1970-01-01 00:00:01.559042084,lower-level,wireless,192.168.0.1,7.43,142.254.217.53,9.05,0,3,0,2.618,2.774620694797763,5.54,5.78,107318.7529980445
1970-01-01 00:00:01.559042094,lower-level,wireless,192.168.0.1,26.92,142.254.217.53,8.23,0,3,0,7.928,10.901230205807051,19.490000000000002,13.950000000000003,68131.46743592535
1970-01-01 00:00:01.559042105,lower-level,wireless,192.168.0.1,0.43,142.254.217.53,8.9,0,3,0,7.76,11.035139328526851,-26.490000000000002,-45.980000000000004,96137.61601181932
1970-01-01 00:00:01.559042115,lower-level,wireless,192.168.0.1,0.56,142.254.217.53,10.31,0,3,0,7.446000000000001,11.255524421367493,0.13000000000000006,26.62,41213.71544869803
1970-01-01 00:00:01.559042125,lower-level,wireless,192.168.0.1,0.55,142.254.217.53,10.3,0,3,0,7.178,11.435404234219272,-0.010000000000000009,-0.14000000000000007,128498.16547667365
1970-01-01 00:00:01.559042135,lower-level,wireless,192.168.0.1,0.42,142.254.217.53,10.02,0,3,0,5.776000000000001,11.820035109930938,-0.13000000000000006,-0.12000000000000005,106328.08522519107
1970-01-01 00:00:01.559042145,lower-level,wireless,192.168.0.1,1.3,142.254.217.53,9.07,0,3,0,0.6519999999999999,0.3680624946935528,0.8800000000000001,1.0100000000000002,52201.37084550548
1970-01-01 00:00:01.559042155,lower-level,wireless,192.168.0.1,0.33,142.254.217.53,9.7,0,3,0,0.6319999999999999,0.3854477915360802,-0.97,-1.85,41407.727409099636
1970-01-01 00:00:01.559042165,lower-level,wireless,192.168.0.1,0.47,142.254.217.53,11.25,0,3,0,0.614,0.39170141689817967,0.13999999999999996,1.1099999999999999,90783.33392006154
1970-01-01 00:00:01.559042175,lower-level,wireless,192.168.0.1,0.72,142.254.217.53,10.16,0,3,0,0.648,0.3921351807732144,0.25,0.11000000000000004,26050.54644157247
1970-01-01 00:00:01.559042186,lower-level,wireless,192.168.0.1,1.67,142.254.217.53,9.16,0,3,0,0.898,0.569007908556675,0.95,0.7,71799.8772662459
1970-01-01 00:00:01.559042196,lower-level,wireless,192.168.0.1,0.37,142.254.217.53,9.09,0,3,0,0.712,0.5566147680398369,-1.2999999999999998,-2.25,80876.9850118531
1970-01-01 00:00:01.559042206,lower-level,wireless,192.168.0.1,2.03,142.254.217.53,11.0,0,3,0,1.052,0.7504132194997908,1.6599999999999997,2.9599999999999995,102431.51770424575
1970-01-01 00:00:01.559042216,lower-level,wireless,192.168.0.1,0.78,142.254.217.53,64.45,0,3,0,1.114,0.7015197787661024,-1.2499999999999998,-2.9099999999999993,37171.24435654224
1970-01-01 00:00:01.559042226,lower-level,wireless,192.168.0.1,2.27,142.254.217.53,9.85,0,3,0,1.424,0.8168720830093541,1.49,2.7399999999999998,33793.78914025821
1970-01-01 00:00:01.559042236,lower-level,wireless,192.168.0.1,2.29,142.254.217.53,10.64,0,3,0,1.5479999999999998,0.9057703903308173,0.020000000000000018,-1.47,76983.81151437749
1970-01-01 00:00:01.559042246,lower-level,wireless,192.168.0.1,2.77,142.254.217.53,9.82,0,3,0,2.0279999999999996,0.7475426409242759,0.48,0.45999999999999996,84377.05429627922
1970-01-01 00:00:01.559042257,lower-level,wireless,192.168.0.1,1.08,142.254.217.53,9.99,0,3,0,1.8379999999999999,0.8592845861529468,-1.69,-2.17,69479.57430724475
